project_name,price,area,bedrooms,bathrooms,locality,city,lat,long,furnished,type,rera,amenities,landmarks,transaction,possesion_by,parking,developers
Wadhwa Wise City,5700000,498,2,2,Panvel,Navi Mumbai,18.9894007,73.1175162,Unfurnished,Apartment,0,15,10,Resale,Ready to Move,,The Wadhwa Group
Unkown,4500000,,1,1,Sector 20B Airoli,Navi Mumbai,19.1667804801028,72.9910784513999,Unfurnished,Builder Floor Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,6400000,400,1,1,Kamothe,Navi Mumbai,19.0174101252323,73.0958540380712,Unfurnished,Apartment,0,0,3,Resale,Ready to Move,,Unknown
Skyline Residency,4700000,,1,2,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,Semi-Furnished,Apartment,0,0,8,Resale,Ready to Move,,Skyline Builders
National Harmony,13500000,,2,2,New Panvel,Navi Mumbai,19.0003258753664,73.1153385297118,Unfurnished,Apartment,0,22,5,Resale,Ready to Move,,National Builders
Gurudev Tower,5800000,,1,1,Ulwe,Navi Mumbai,18.9750941,73.052334,Unfurnished,Apartment,0,0,6,Resale,Ready to Move,,Platinum Constructions
Orient Plaza,17000000,,3,3,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,Furnished,Apartment,0,16,8,Resale,Ready to Move,2 Covered,Orient Builders and Developers
Unkown,15000000,700,2,2,Kopar Khairane Ghansoli Station Road,Navi Mumbai,19.10510841,73.00921592,Furnished,Builder Floor Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,2200000,295,1,1,Panvel,Navi Mumbai,18.9894007,73.1175162,Unfurnished,Apartment,0,0,10,Resale,Ready to Move,,Unknown
Sun Palm View CHS,10000000,,,,Sanpada,Navi Mumbai,19.0583094914648,73.0164374121942,Unfurnished,Commercial Shop,0,0,9,Resale,Ready to Move,,Cooperative Group Housing Society
Saraswati Enclave,6800000,,1,2,Sector 34 Kharghar,Navi Mumbai,19.0697439393486,73.0803510193809,Semi-Furnished,Apartment,0,7,2,Resale,Ready to Move,,Saraswati Enterprises
Unkown,7500000,760,2,2,,Navi Mumbai,,,Semi-Furnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,9500000,660,2,2,New Panvel East,Navi Mumbai,18.998631,73.120102,Semi-Furnished,Apartment,0,0,3,Resale,Ready to Move,1 Covered,Unknown
Jalvayu Defence Enclave,14000000,760,2,2,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,Semi-Furnished,Apartment,0,0,8,Resale,Ready to Move,,Unknown
Prayag Yash Phase II,3800000,,1,1,New Panvel,Navi Mumbai,19.0003258753664,73.1153385297118,Unfurnished,Apartment,0,0,5,Resale,Ready to Move,,Prayag Builders and Developers
Swapnapurti CHS,4400000,400,1,1,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,Unfurnished,Apartment,0,51,8,Resale,Ready to Move,,Cooperative Group Housing Society
Adhiraj Samyama,13000000,,2,2,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,Unfurnished,Apartment,0,39,8,Resale,Ready to Move,,Adhiraj Constructions
Unkown,12000000,,,,Kalamboli,Navi Mumbai,19.0311212885643,73.1052711758489,Unfurnished,Commercial Shop,0,0,5,Resale,Ready to Move,,Unknown
Bhoomi Colossa,18000000,,2,2,Airoli,Navi Mumbai,19.1609103453837,72.9933968951486,Furnished,Apartment,0,19,10,Resale,Ready to Move,,Gazara Group
Konnark River City,6000000,,2,2,Panvel,Navi Mumbai,18.9894007,73.1175162,Furnished,Apartment,0,26,10,Resale,Ready to Move,,Konnark Township Pvt Ltd
Unkown,8500000,,2,2,,Navi Mumbai,,,Semi-Furnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,3200000,,1,1,New Panvel,Navi Mumbai,19.0003258753664,73.1153385297118,Unfurnished,Builder Floor Apartment,0,0,5,Resale,Ready to Move,,Unknown
Unkown,3500000,550,2,1,Dighe,Navi Mumbai,19.1805066175777,73.0075227468547,Unfurnished,Builder Floor Apartment,0,0,1,Resale,Ready to Move,,Unknown
Sai Fortune,13000000,757,2,2,Ulwe,Navi Mumbai,18.9750941,73.052334,Semi-Furnished,Apartment,0,28,6,New Property,Ready to Move,,Paradise Group
Unkown,6500000,450,1,1,Sector 22 Kamothe,Navi Mumbai,19.01411059,73.10136689,Semi-Furnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Elite Residency,6000000,480,1,1,Ulwe,Navi Mumbai,18.9750941,73.052334,Unfurnished,Apartment,0,6,6,Resale,Ready to Move,,JS Developers
Fortune Calypso,4450000,620,2,2,Panvel,Navi Mumbai,18.9894007,73.1175162,Unfurnished,Apartment,0,0,10,Resale,Ready to Move,,Unknown
Unkown,8030000,,2,2,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,Semi-Furnished,Apartment,0,0,8,Resale,Ready to Move,16 Open,Unknown
RS Residency,8500000,,1,2,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,Unfurnished,Apartment,0,23,8,Resale,Ready to Move,,RS Builders & Developers
Unkown,7000000,,,,Seawoods,Navi Mumbai,19.0134923674099,73.0176711021806,Furnished,Commercial Shop,0,0,7,Resale,Ready to Move,,Unknown
Space India Amulyam,4500000,530,2,2,Panvel,Navi Mumbai,18.9894007,73.1175162,Semi-Furnished,Apartment,0,12,10,Resale,Ready to Move,"1 Covered, 1 Open",SPACE INDIA builders and developers
Unkown,5200000,792,2,2,Ulwe,Navi Mumbai,18.9750941,73.052334,Semi-Furnished,Apartment,0,0,6,Resale,Ready to Move,,Unknown
Unkown,2400000,479,1,1,Khopoli,Navi Mumbai,18.7980131509559,73.3372686360754,Unfurnished,Apartment,0,0,2,Resale,Under Construction,,Unknown
Paradise Sai World City,24000000,2280,4,4,Panvel,Navi Mumbai,18.9894007,73.1175162,Unfurnished,Apartment,0,38,10,Resale,Under Construction,,Paradise Group
