project_name,price,area,bedrooms,bathrooms,locality,city,lat,long,furnished,type,rera,amenities,landmarks,transaction,possesion_by,parking,developers
Vrindavan Society,29500000,792,2,2,Goregaon East,Mumbai,19.1562110822264,72.8758090633208,Unfurnished,Apartment,0,0,9,Resale,Ready to Move,,Unknown
Shri Arham Bluz,12000000,295,1,2,Andheri West,Mumbai,19.1373697481266,72.8257229439874,Unfurnished,Apartment,0,0,10,Resale,Ready to Move,,Arham Group
Shri Arham Bluz,12500000,295,1,1,Andheri West,Mumbai,19.1373697481266,72.8257229439874,Unfurnished,Apartment,0,0,10,Resale,Ready to Move,,Arham Group
PNK Winstone,8500000,695,2,2,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,Semi-Furnished,Apartment,0,4,8,Resale,Ready to Move,,PNK Builder
PNK Winstone,8500000,695,2,2,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,Unfurnished,Apartment,0,4,8,Resale,Ready to Move,,PNK Builder
Shiv Shrushti Complex,5100000,662,2,2,Nalasopara East,Mumbai,19.43138984792,72.8497262547151,Semi-Furnished,Apartment,0,0,4,Resale,Ready to Move,,Unknown
Shah Arcade III,17200000,1008,3,3,Malad East,Mumbai,19.1848724519187,72.8629697025013,Unfurnished,Apartment,0,0,9,Resale,Ready to Move,,Unknown
JP North Alexa,6200000,504,1,1,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,Unfurnished,Apartment,0,13,8,Resale,Under Construction,,JP Infra
JP North Euphoria,13500000,486,2,2,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,Unfurnished,Apartment,0,19,8,Resale,Under Construction,,JP Infra
Neptune Flying Kite,20000000,747,2,2,Bhandup West,Mumbai,19.149901,72.931134,Unfurnished,Apartment,0,43,8,Resale,Ready to Move,,Neptune Group
DLH Mamta,27000000,512,2,2,Andheri West,Mumbai,19.1373697481266,72.8257229439874,Unfurnished,Apartment,0,31,10,Resale,Ready to Move,,DLH
Spenta Altavista,24500000,756,2,2,Chembur,Mumbai,19.0459181155422,72.8975231581492,Furnished,Apartment,0,16,10,Resale,Under Construction,,Spenta and Sabari Group
Spenta Altavista,12000000,333,1,2,Chembur,Mumbai,19.0459181155422,72.8975231581492,Semi-Furnished,Apartment,0,16,10,Resale,Ready to Move,,Spenta and Sabari Group
