project_name,price,area,bedrooms,bathrooms,locality,city,lat,long,furnished,type,rera,amenities,landmarks,transaction,possesion_by,parking,developers
Sai Landmark,2500000.0,559,2,2,Shahapur,Beyond Thane,19.453550664726,73.3247044251021,Unfurnished,Apartment,0,10,2,Resale,Ready to Move,,Sri Developer
5P Kalp City,2150000.0,475,1,1,Badlapur East,Beyond Thane,19.1639249,73.2459247,Unfurnished,Apartment,0,21,6,Resale,Ready to Move,,5P Group
5P Kalp City,2300000.0,450,1,1,Badlapur East,Beyond Thane,19.1639249,73.2459247,Semi-Furnished,Apartment,0,21,6,Resale,Ready to Move,,5P Group
Ushakiran Residency,3500000.0,655,2,2,Badlapur East,Beyond Thane,19.1639249,73.2459247,Unfurnished,Apartment,0,33,6,Resale,Ready to Move,,Usha Construction Co
Vardhman Vatika,3100000.0,763,2,2,Vasind,Beyond Thane,19.4059529362434,73.2634315742197,Unfurnished,Apartment,0,25,2,Resale,Ready to Move,,Vardhaman Infrastructure
Tata Amantra,5500000.0,667,2,1,Kalyan West,Beyond Thane,19.2442606681675,73.123906730695,Unfurnished,Apartment,0,20,5,Resale,Ready to Move,,TATA Housing Development Company Ltd.
Tata Amantra,6500000.0,778,2,2,Kalyan,Beyond Thane,19.2449413625186,73.1331398884041,Furnished,Apartment,0,20,8,Resale,Ready to Move,,TATA Housing Development Company Ltd.
Regency Sarvam,5600000.0,785,2,2,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Semi-Furnished,Apartment,0,21,4,Resale,Ready to Move,,Regency Group
Regency Sarvam,5000000.0,814,2,2,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Unfurnished,Apartment,0,21,4,Resale,Ready to Move,,Regency Group
Regency Sarvam,4250000.0,763,2,2,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Unfurnished,Apartment,0,21,4,Resale,Ready to Move,,Regency Group
Regency Sarvam,3300000.0,346,1,1,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Semi-Furnished,Apartment,0,21,4,Resale,Ready to Move,,Regency Group
Regency Sarvam,3800000.0,518,1,1,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Unfurnished,Apartment,0,21,4,Resale,Ready to Move,,Regency Group
Regency Sarvam,3700000.0,511,1,1,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Semi-Furnished,Apartment,0,21,4,Resale,Ready to Move,,Regency Group
Regency Sarvam,6000000.0,858,2,2,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Unfurnished,Apartment,0,21,4,Resale,Ready to Move,,Regency Group
Regency Sarvam,4200000.0,529,1,1,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Semi-Furnished,Apartment,0,21,4,Resale,Ready to Move,,Regency Group
Regency Sarvam,3800000.0,305,1,1,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Semi-Furnished,Apartment,0,21,4,Resale,Ready to Move,,Regency Group
Regency Sarvam,4000000.0,511,1,1,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Unfurnished,Apartment,0,21,4,Resale,Ready to Move,,Regency Group
Regency Sarvam,3500000.0,428,1,1,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Semi-Furnished,Apartment,0,21,4,Resale,Ready to Move,,Regency Group
Runwal MyCity,4900000.0,677,2,2,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,5,5,Resale,Ready to Move,,Runwal Group
Lodha Casa Bella Gold,4500000.0,421,1,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,20,5,Resale,Ready to Move,,Lodha Developers Limited
Lodha Casa Bella Gold,9500000.0,619,2,2,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,20,5,Resale,Ready to Move,,Lodha Developers Limited
Lodha Casa Bella Gold,5000005.0,549,2,2,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,20,5,Resale,Ready to Move,,Lodha Developers Limited
Lodha Casa Bella Gold,3400000.0,421,1,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,20,5,Resale,Ready to Move,,Lodha Developers Limited
Lodha Casa Bella Gold,3900000.0,378,1,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Furnished,Apartment,0,20,5,Resale,Ready to Move,,Lodha Developers Limited
Lodha Casa Bella Gold,4000000.0,421,1,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,20,5,Resale,Ready to Move,,Lodha Developers Limited
Atlanta Edenworld,2950000.0,572,2,2,Bhiwandi,Beyond Thane,19.2937911767008,73.0653582109139,Semi-Furnished,Apartment,0,32,6,Resale,Ready to Move,,Sai Balaji Developers
Atlanta Edenworld,3400000.0,572,2,2,Bhiwandi,Beyond Thane,19.2937911767008,73.0653582109139,Unfurnished,Apartment,0,32,6,Resale,Ready to Move,,Sai Balaji Developers
Atlanta Edenworld,4500000.0,716,2,2,Bhiwandi,Beyond Thane,19.2937911767008,73.0653582109139,Unfurnished,Apartment,0,32,6,Resale,Ready to Move,,Sai Balaji Developers
Atlanta Edenworld,3700000.0,572,2,2,Bhiwandi,Beyond Thane,19.2937911767008,73.0653582109139,Unfurnished,Apartment,0,32,6,Resale,Ready to Move,,Sai Balaji Developers
Atlanta Edenworld,3200000.0,575,2,2,Bhiwandi,Beyond Thane,19.2937911767008,73.0653582109139,Semi-Furnished,Apartment,0,32,6,Resale,Ready to Move,,Sai Balaji Developers
Atlanta Edenworld,4500000.0,720,2,2,Bhiwandi,Beyond Thane,19.2937911767008,73.0653582109139,Unfurnished,Apartment,0,32,6,Resale,Ready to Move,,Sai Balaji Developers
Soman Prathmesh,,,1,,Titwala,Beyond Thane,19.295217297811,73.2124239025258,,Apartment,0,13,4,Resale,,,Soman And Associates
Unkown,,,,,Bhiwandi,Beyond Thane,19.2937911767008,73.0653582109139,,Apartment,0,0,6,Resale,,,Unknown
Tulsi Darshan,,,,,Neral,Beyond Thane,19.0248210057881,73.3169473654086,,Apartment,0,17,0,Resale,,,Tulsi Estates
Om Sai Ressidency,,438,1,1,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Unfurnished,Apartment,0,22,4,Rent,Ready to Move,,Om Sai Ressidency Builders & Developer
Mangeshi Paradise,,880,2,2,Kalyan West,Beyond Thane,19.2442606681675,73.123906730695,Furnished,Apartment,0,11,5,Resale,Ready to Move,,Annapurna Developers
Unkown,,,2,,Badlapur,Beyond Thane,19.1639249,73.2459247,,Apartment,0,0,8,,,,Unknown
Lodha Lakeshore Greens,,,2,,Palava City,Beyond Thane,19.1680134933867,73.0730851842052,,Apartment,0,21,6,,,,Lodha Developers Limited
Tata Amantra,,650,2,2,Dombivli,Beyond Thane,19.2094006,73.0939483,Semi-Furnished,Apartment,0,0,8,Resale,Ready to Move,,Tata Realty
Godrej Nirvaan,,,1,,Kalyan West,Beyond Thane,19.2442606681675,73.123906730695,,Apartment,0,45,5,,,,Godrej Properties
Mangalmurti Dham,,,1,,Badlapur,Beyond Thane,19.1639249,73.2459247,,Apartment,0,8,8,,,,Mangal Group
Mangeshi Dazzle,,,,,Thakurli,Beyond Thane,19.2252747701219,73.1000690723917,,Apartment,0,17,1,Resale,,,Mangeshi Construction
Thanekar Parkland,,,1,,Badlapur,Beyond Thane,19.1639249,73.2459247,,Apartment,0,0,8,,,,Thanekar Group
Tata Shubh Griha,,,,,Vasind,Beyond Thane,19.4059529362434,73.2634315742197,,Apartment,0,13,2,Resale,,,TATA Housing Development Company Ltd.
Tata Amantra,,,3,3,Kalyan,Beyond Thane,19.2449413625186,73.1331398884041,Unfurnished,Apartment,0,20,8,Rent,Immediately,,TATA Housing Development Company Ltd.
Srushti Siddhi Mangal Murti Complex,,,,,Bhiwandi,Beyond Thane,19.2937911767008,73.0653582109139,,Apartment,0,19,6,Resale,,,Roshani Builders Developers
Radhey Galaxy,,,2,,Karjat,Beyond Thane,18.9112989,73.328189,,Apartment,0,13,2,Resale,,,Radhey Properties Builders
Siddheshwar Complex,,,,,Titwala,Beyond Thane,19.295217297811,73.2124239025258,,Apartment,0,15,4,Resale,,,Siddheshwar Group
Vedant Millenia,,,1,,Titwala,Beyond Thane,19.295217297811,73.2124239025258,,Apartment,0,27,4,,,,Tharwani Infrastructures
Godrej Vihaa,,,2,,Badlapur,Beyond Thane,19.1639249,73.2459247,,Apartment,0,31,8,,,,Godrej Properties
Honest Kalyan Nagari,,,1,1,Kalyan West,Beyond Thane,19.2442606681675,73.123906730695,,Apartment,0,22,5,Resale,Ready to Move,1 Covered,Honest Developers
Happy Sarvoday 1,76443000.0,755,,1,Kalyan,Beyond Thane,19.2449413625186,73.1331398884041,Unfurnished,Commercial Office Space,0,6,8,New Property,Dec '28,,Happy Home Group
Lodha Opulis B,38000000.0,2498,4,4,Kole,Beyond Thane,19.22816159,73.36323194,Unfurnished,Apartment,0,10,0,New Property,May '30,,Lodha Developers Limited
Godrej Nirvaan,4949000.0,424,1,1,Kalyan West,Beyond Thane,19.2442606681675,73.123906730695,Unfurnished,Apartment,0,45,5,New Property,Under Construction,,Godrej Properties
Kalpataru Aria ,11400000.0,2280,,,Karjat,Beyond Thane,18.9112989,73.328189,Unfurnished,Residential Plot,0,23,2,New Property,,,Kalpataru Ltd.
Dosti Greater Thane,5954000.0,535,2,2,Bhiwandi,Beyond Thane,19.2937911767008,73.0653582109139,Unfurnished,Apartment,0,14,6,New Property,Jun '28,,Dosti Realty 
Tharwani Ariana,5017000.0,846,3,3,Ambernath West,Beyond Thane,19.2107415190685,73.1908213734783,Unfurnished,Apartment,0,20,2,New Property,Ready to Move,,Tharwani Realty
Kalpataru Aria ,49345000.0,9000,,,Karjat,Beyond Thane,18.9112989,73.328189,Unfurnished,Residential Plot,0,23,2,New Property,,,Kalpataru Ltd.
Dosti Greater Thane,4129000.0,371,1,1,Bhiwandi,Beyond Thane,19.2937911767008,73.0653582109139,Unfurnished,Apartment,0,14,6,New Property,Jun '28,,Dosti Realty 
Rustomjee Urban Woods,12399000.0,1124,3,3,Kalyan East,Beyond Thane,19.2280216158659,73.1334807284888,Unfurnished,Apartment,0,25,2,New Property,May '29,,Rustomjee
Growmore Unimax Life,3838000.0,446,1,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,1,12,5,New Property,Dec '29,1 Covered,Growmore Lifespaces Llp
Xrbia Vangani,1700000.0,254,1,1,Vangani,Beyond Thane,19.0925602606021,73.2971135741545,Unfurnished,Apartment,0,4,4,Resale,Under Construction,,Xrbia
Panvelkar Crown,2000000.0,360,1,1,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Semi-Furnished,Apartment,0,0,6,Resale,Ready to Move,,Panvelkar Group
Thanekar Parkland,3100000.0,461,1,2,Badlapur,Beyond Thane,19.1639249,73.2459247,Semi-Furnished,Apartment,0,0,8,Resale,Ready to Move,,Thanekar Group
Tulsi Aarambh,2500000.0,439,1,1,Badlapur,Beyond Thane,19.1639249,73.2459247,Unfurnished,Apartment,0,0,8,Resale,Ready to Move,,Raj Group
Mohan Areca,4000000.0,540,1,2,Badlapur East,Beyond Thane,19.1639249,73.2459247,Semi-Furnished,Apartment,0,0,6,Resale,Ready to Move,,Mohan Group
Tulsi Complex,3000000.0,367,1,1,Badlapur,Beyond Thane,19.1639249,73.2459247,Semi-Furnished,Apartment,0,0,8,Resale,Ready to Move,,Raj Group
Global Housing New Shivneri Darshan CHSL,350000.0,325,1,2,Kalyan,Beyond Thane,19.2449413625186,73.1331398884041,Furnished,Apartment,0,6,8,Resale,Ready to Move,,Global Housing Inc
Yasmin Bliss Residency,1750000.0,302,1,1,Neral,Beyond Thane,19.0248210057881,73.3169473654086,Unfurnished,Apartment,0,7,0,Resale,Ready to Move,,Yasmin Builders
Yogam Residency,4800000.0,540,2,2,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Semi-Furnished,Apartment,0,9,5,Resale,Ready to Move,,Yogam Realty
Shiv Shakti Greens,4000000.0,,2,2,Badlapur,Beyond Thane,19.1639249,73.2459247,Unfurnished,Apartment,0,13,8,New Property,Ready to Move,,Shivshakti Reality
Shiv Shakti Greens,3000000.0,,1,2,Badlapur,Beyond Thane,19.1639249,73.2459247,Unfurnished,Apartment,0,13,8,New Property,Ready to Move,,Shivshakti Reality
Shiv Shakti Greens,2650000.0,,1,2,Badlapur East,Beyond Thane,19.1639249,73.2459247,Unfurnished,Apartment,0,13,6,New Property,Ready to Move,,Shivshakti Reality
Shiv Shakti Greens,2600000.0,,1,1,Badlapur,Beyond Thane,19.1639249,73.2459247,Unfurnished,Apartment,0,13,8,Resale,Under Construction,,Shivshakti Reality
JP Synergy,2500000.0,400,1,1,Ambernath East,Beyond Thane,19.2075883274914,73.1854898657514,Unfurnished,Apartment,0,18,1,Resale,Ready to Move,,JP Corp
Avadh Complex,6200000.0,727,3,3,Kasheli,Beyond Thane,19.2301651,73.0171568,Semi-Furnished,Apartment,0,16,2,Resale,Ready to Move,,Ajay Enterprises
Avadh Complex,6200000.0,932,3,3,Kasheli,Beyond Thane,19.2301651,73.0171568,Semi-Furnished,Apartment,0,16,2,Resale,Ready to Move,,Ajay Enterprises
Shrinika Srishti,4000000.0,418,1,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Motiram Park,4600000.0,490,2,1,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Furnished,Apartment,0,0,6,Resale,Ready to Move,,Motiram Dalal Group
Motiram Park,4600000.0,490,2,1,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Furnished,Apartment,0,0,6,Resale,Ready to Move,,Motiram Dalal Group
Shashwat Park 2,2600000.0,443,1,1,Badlapur,Beyond Thane,19.1639249,73.2459247,Semi-Furnished,Apartment,0,6,8,Resale,Ready to Move,,Shashwat Group Builders
Mayur Jagannath Pride,1875000.0,419,1,1,Badlapur,Beyond Thane,19.1639249,73.2459247,Unfurnished,Apartment,0,11,8,Resale,Ready to Move,,Mayur Group
Vaishnavi Highlife,4350000.0,,1,2,Kalyan East,Beyond Thane,19.2280216158659,73.1334807284888,Unfurnished,Apartment,0,17,2,New Property,Ready to Move,,Vaishnavi Buildcon
Vaishnavi Highlife,4289000.0,,1,2,Kalyan East,Beyond Thane,19.2280216158659,73.1334807284888,Unfurnished,Apartment,0,17,2,New Property,Under Construction,,Vaishnavi Buildcon
Vaishnavi Highlife,4151000.0,,1,3,Kalyan East,Beyond Thane,19.2280216158659,73.1334807284888,Unfurnished,Apartment,0,17,2,New Property,Under Construction,,Vaishnavi Buildcon
Vaishnavi Highlife,4100000.0,,1,2,Kalyan East,Beyond Thane,19.2280216158659,73.1334807284888,Unfurnished,Apartment,0,17,2,New Property,Ready to Move,,Vaishnavi Buildcon
Pranjee Garden City,3250000.0,490,1,2,Badlapur East,Beyond Thane,19.1639249,73.2459247,Semi-Furnished,Apartment,0,29,6,Resale,Ready to Move,,Pranjee Properties Pvt. Ltd.
Sarvoday Square,3700000.0,626,2,2,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Semi-Furnished,Apartment,0,14,6,Resale,Ready to Move,,Squarefeet Group
Sarvoday Square,3800000.0,720,2,2,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Unfurnished,Apartment,0,14,6,Resale,Ready to Move,,Squarefeet Group
Sarvoday Square,3800000.0,432,2,2,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Semi-Furnished,Apartment,0,14,6,Resale,Ready to Move,,Squarefeet Group
Jewel Vista,3800000.0,558,2,2,Badlapur,Beyond Thane,19.1639249,73.2459247,Furnished,Apartment,0,12,8,Resale,Ready to Move,,JEWEL BUILDERS AND INFRAPROJECTS LTD
Atlanta Edenworld,3600000.0,572,2,2,Bhiwandi,Beyond Thane,19.2937911767008,73.0653582109139,Furnished,Apartment,0,32,6,Resale,Ready to Move,,Sai Balaji Developers
yesu anand hights,3700000.0,457,1,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Yogi Dham Phase III,7400000.0,706,2,2,Kalyan West,Beyond Thane,19.2442606681675,73.123906730695,Semi-Furnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Kashmira Galaxy,5500000.0,216,1,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Semi-Furnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Kashmira Galaxy,3200000.0,443,1,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Maple City,2190000.0,493,1,1,Badlapur West,Beyond Thane,19.1760975692482,73.2401614495576,Unfurnished,Apartment,0,0,0,Resale,Ready to Move,,ABHISHEK SHELTERS LTD.
Mohan Nano Estates,2000000.0,317,1,1,Ambernath West,Beyond Thane,19.2107415190685,73.1908213734783,Unfurnished,Apartment,0,14,2,Resale,Ready to Move,,Mohan Group
Mohan Nano Estates,3200000.0,504,1,1,Ambernath West,Beyond Thane,19.2107415190685,73.1908213734783,Unfurnished,Apartment,0,14,2,Resale,Ready to Move,,Mohan Group
Mohan Nano Estates,2200000.0,302,1,1,Ambernath West,Beyond Thane,19.2107415190685,73.1908213734783,Unfurnished,Apartment,0,14,2,Resale,Ready to Move,,Mohan Group
Mohan Nano Estates,3000000.0,450,1,1,Ambernath West,Beyond Thane,19.2107415190685,73.1908213734783,Unfurnished,Apartment,0,14,2,Resale,Ready to Move,,Mohan Group
Mohan Nano Estates,2800000.0,468,1,2,Ambernath West,Beyond Thane,19.2107415190685,73.1908213734783,Unfurnished,Apartment,0,14,2,Resale,Ready to Move,,Mohan Group
Krishna Anand,15000000.0,1274,3,3,Kalyan East,Beyond Thane,19.2280216158659,73.1334807284888,Unfurnished,Apartment,0,9,2,Resale,Ready to Move,,Gopal Krishna Developers
Ashtavinayak Complex,3000000.0,414,1,1,Kasheli,Beyond Thane,19.2301651,73.0171568,Unfurnished,Apartment,0,6,2,Resale,Ready to Move,,Abhishek Enterprises
Lodha Codename Premier,7900000.0,792,3,2,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,28,5,Resale,Under Construction,,Lodha Developers Limited
Prime Balaji Heights,2200000.0,461,1,1,Badlapur,Beyond Thane,19.1639249,73.2459247,Unfurnished,Apartment,0,0,8,Resale,Ready to Move,,Unknown
Shivling Residency,2400000.0,389,1,1,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Semi-Furnished,Apartment,0,0,6,Resale,Ready to Move,,Unknown
Tulsi City Phase II,2200000.0,443,1,2,Badlapur,Beyond Thane,19.1639249,73.2459247,Unfurnished,Apartment,0,0,8,Resale,Ready to Move,,Unknown
Pancharatna Mahal Chs,5500000.0,385,1,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Semi-Furnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Devki Prem CHS,6500000.0,792,2,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Lodha Casa Bella City,4300000.0,432,2,2,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,0,5,Resale,Ready to Move,,Lodha Developers Limited
Suresh Complex,3800000.0,497,2,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Semi-Furnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Triveni Dynamic Ultima,5200000.0,540,1,2,Kalyan West,Beyond Thane,19.2442606681675,73.123906730695,Furnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Surya Complex,4000000.0,378,1,1,Dombivli,Beyond Thane,19.2094006,73.0939483,Semi-Furnished,Apartment,0,0,8,Resale,Ready to Move,,Unknown
Suresh Complex,3200000.0,432,2,1,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Lodha Palava Trinity A To C,18000000.0,972,3,3,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Furnished,Apartment,0,3,5,Resale,Ready to Move,,Lodha Developers Limited
Ambika Apartment,15000000.0,650,2,2,Kalyan East,Beyond Thane,19.2280216158659,73.1334807284888,Furnished,Apartment,0,2,2,New Property,Ready to Move,,MATHRE ENTERPRISE
Yash Enclave,7950000.0,691,2,2,Dombivli West,Beyond Thane,19.2174682509913,73.0750339345098,Furnished,Apartment,0,0,2,Resale,Ready to Move,,Unknown
Shiv Shambhu Apartment,5500000.0,576,2,2,Kalyan,Beyond Thane,19.2449413625186,73.1331398884041,Semi-Furnished,Apartment,0,0,8,Resale,Ready to Move,,Unknown
Shree Divya Jyot Complex,2160000.0,436,1,1,Badlapur West,Beyond Thane,19.1760975692482,73.2401614495576,Unfurnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Runwal Mycity Phase 2,6100000.0,410,2,2,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Unkown,6500000.0,,2,2,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Semi-Furnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Unkown,1750000.0,374,1,1,Vasind,Beyond Thane,19.4059529362434,73.2634315742197,Unfurnished,Apartment,0,0,2,Resale,Ready to Move,,Unknown
Puranik City Neral,3000000.0,,2,2,Neral,Beyond Thane,19.0248210057881,73.3169473654086,Unfurnished,Apartment,0,39,0,Resale,Ready to Move,,Puranik Builders Ltd.
Sai Landmark,2500000.0,,1,2,Shahapur,Beyond Thane,19.453550664726,73.3247044251021,Semi-Furnished,Apartment,0,10,2,Resale,Ready to Move,,Sri Developer
Unkown,3200000.0,,1,1,Karjat,Beyond Thane,18.9112989,73.328189,Unfurnished,Apartment,0,0,2,Resale,Ready to Move,,Unknown
Ganesh Krupa,3000000.0,577,2,1,Badlapur,Beyond Thane,19.1639249,73.2459247,Unfurnished,Apartment,0,8,8,Resale,Ready to Move,,Pratham Developers
Arihant City Phase 2,5000000.0,,1,1,Bhiwandi,Beyond Thane,19.2937911767008,73.0653582109139,Unfurnished,Apartment,0,12,6,Resale,Ready to Move,,Arihant Group
Panvelkar Regency,3650000.0,,2,2,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Unfurnished,Apartment,0,18,6,Resale,Ready to Move,,Panvelkar Group
Ravindra Galaxy,3050000.0,445,1,1,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Unfurnished,Apartment,0,19,4,Resale,Ready to Move,,Shree Shivnadan Combines
Runwal Garden City,5990000.0,585,2,2,Dombivli,Beyond Thane,19.2094006,73.0939483,Unfurnished,Apartment,0,43,8,Resale,Ready to Move,,Runwal Enterprises
JP Harmony,4500000.0,,2,2,Ambernath East,Beyond Thane,19.2075883274914,73.1854898657514,Semi-Furnished,Apartment,0,17,1,Resale,Ready to Move,,JP Developers
Unkown,3500000.0,375,1,1,Kalyan Shilphata Road,Beyond Thane,19.1935268122556,73.0967156475895,Unfurnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
My Village,12000000.0,1300,2,3,Shahapur,Beyond Thane,19.453550664726,73.3247044251021,Furnished,Villa,0,13,2,Resale,Under Construction,,2nd Home
Mohan Suburbia,4900000.0,800,2,2,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Semi-Furnished,Apartment,0,32,6,New Property,Ready to Move,"50 Covered, 200 Open",Mohan Group
Yogi Dham,6900000.0,720,2,2,Kalyan,Beyond Thane,19.2449413625186,73.1331398884041,Unfurnished,Apartment,0,6,8,Resale,Ready to Move,,Ajmera Realty
Thanekar Paradise,3200000.0,318,1,2,Badlapur,Beyond Thane,19.1639249,73.2459247,Unfurnished,Apartment,0,7,8,Resale,Ready to Move,,Thanekar Group
Casa Unico,4200000.0,,1,2,Karjat,Beyond Thane,18.9112989,73.328189,Unfurnished,Apartment,0,32,2,Resale,Ready to Move,,Landmark Group
Jainam Residency,2400000.0,,1,1,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Semi-Furnished,Apartment,0,24,6,Resale,Ready to Move,,Patel RPL Realty
Runwal MyCity,6500000.0,,2,2,Dombivli,Beyond Thane,19.2094006,73.0939483,Semi-Furnished,Apartment,0,5,8,Resale,Ready to Move,,Runwal Group
Unkown,8000000.0,650,2,3,,Beyond Thane,,,Furnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,2600000.0,100,,,Dombivli East,Beyond Thane,19.2049111648702,73.1069201060438,Unfurnished,Commercial Office Space,0,0,5,Resale,Ready to Move,,Unknown
Metro Residency,7200000.0,850,2,2,Kalyan,Beyond Thane,19.2449413625186,73.1331398884041,Furnished,Residential House,0,28,8,Resale,Ready to Move,1 Covered,West Pioneer Properties
Unkown,2000000.0,575,1,2,Asangaon,Beyond Thane,19.4390197,73.3030715,Unfurnished,Apartment,0,0,2,Resale,Ready to Move,,Unknown
Om Sai Towers,3400000.0,502,1,1,Ambernath East,Beyond Thane,19.2075883274914,73.1854898657514,Semi-Furnished,Apartment,0,10,1,Resale,Ready to Move,,Sai Construction
Royale City,2100000.0,450,1,1,Asangaon,Beyond Thane,19.4390197,73.3030715,Unfurnished,Apartment,0,29,2,Resale,Ready to Move,,Royale Group
Mohan Suburbia,4500000.0,,2,2,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Unfurnished,Apartment,0,32,6,Resale,Ready to Move,,Mohan Group
Rajaram Complex,4800000.0,625,1,1,Dombivli West,Beyond Thane,19.2174682509913,73.0750339345098,Furnished,Apartment,0,10,2,Resale,Ready to Move,,Vighnesh Enterprises
Radhey Galaxy,3800000.0,520,2,2,Karjat,Beyond Thane,18.9112989,73.328189,Unfurnished,Apartment,0,13,2,Resale,Ready to Move,,Radhey Properties Builders
Unkown,1500000.0,,1,1,Dombivli,Beyond Thane,19.2094006,73.0939483,Unfurnished,Apartment,0,0,8,Resale,Ready to Move,,Unknown
Godrej Riverside,6260000.0,,2,2,Kalyan,Beyond Thane,19.2449413625186,73.1331398884041,Semi-Furnished,Apartment,0,27,8,Resale,Ready to Move,,Godrej Properties
Unkown,4995000.0,505,1,2,Dombivli,Beyond Thane,19.2094006,73.0939483,Semi-Furnished,Apartment,0,0,8,Resale,Ready to Move,,Unknown
Unkown,3000000.0,550,1,1,Nandivali Panchanand,Beyond Thane,19.19876487,73.09137595,Semi-Furnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Mohan Suburbia,3800000.0,720,1,2,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Unfurnished,Apartment,0,32,6,Resale,Ready to Move,,Mohan Group
Karrm Residency,1475000.0,,,1,Shahapur,Beyond Thane,19.453550664726,73.3247044251021,Unfurnished,Studio Apartment,0,16,2,New Property,Ready to Move,1 Open,Karrm Infrastructure Pvt. Ltd.
Unkown,7000000.0,,2,2,Kalyan Shilphata Road,Beyond Thane,19.1935268122556,73.0967156475895,Semi-Furnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Omkar Residency,4000000.0,,2,2,Titwala,Beyond Thane,19.295217297811,73.2124239025258,Semi-Furnished,Apartment,0,0,4,Resale,Ready to Move,,OSSK CORP
Sai Landmark,2200000.0,,1,2,Shahapur,Beyond Thane,19.453550664726,73.3247044251021,Unfurnished,Apartment,0,10,2,Resale,Ready to Move,,Sri Developer
Unkown,8500000.0,990,3,3,Ambernath,Beyond Thane,19.1986487504664,73.2004913077756,Unfurnished,Apartment,0,0,6,Resale,Ready to Move,,Unknown
