project_name,price,area,bedrooms,bathrooms,locality,city,lat,long,furnished,type,rera,amenities,landmarks,transaction,possesion_by,developers,project_name_encoded,locality_encoded,city_encoded,developers_encoded
Unkown,2000000.0,464.004063370332,2.0,1.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,15096882.33921457,7284298.14968815,10568313.698119901,14922676.984989278
Aastha River View,4950000.0,401.5648959232094,1.0,1.0,Taloja,Navi Mumbai,19.074076996436,73.1181841544665,0.0,1.0,0.0,34.0,6.0,0.0,1.0,Aastha Buildcon,4775000.0,5495000.2613240415,10568313.698119901,4775000.0
Mateshwari Vaishnavi Nagri,3600000.0,692.7787222539628,2.0,2.0,Rasayani,Navi Mumbai,18.8956516083249,73.1761766681785,0.0,1.0,0.0,0.0,4.0,0.0,1.0,Mateshwari Group,3400000.0,4144416.6666666665,10568313.698119901,3400000.0
Indiabulls Greens Panvel,6800000.0,661.7390028219561,2.0,2.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,56.0,10.0,0.0,1.0,Indiabulls Greens,8571341.463414634,7284298.14968815,10568313.698119901,8571341.463414634
Satyam prestige Panvel,3500000.0,420.0,1.0,1.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,3500000.0,7284298.14968815,10568313.698119901,14922676.984989278
K K Sapphire,5500000.0,412.5941404695441,1.0,1.0,Ulwe,Navi Mumbai,18.9750941,73.052334,1.0,1.0,0.0,11.0,6.0,0.0,1.0,KK Developers,5500000.0,8304250.0,10568313.698119901,5500000.0
Unkown,5600000.0,524.6319869933504,1.0,2.0,Taloja,Navi Mumbai,19.074076996436,73.1181841544665,0.5,1.0,0.0,0.0,6.0,0.0,1.0,Unknown,15096882.33921457,5495000.2613240415,10568313.698119901,14922676.984989278
Indiabulls Greens Panvel,4700000.0,631.4809404200569,2.0,2.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,56.0,10.0,0.0,1.0,Indiabulls Greens,8571341.463414634,7284298.14968815,10568313.698119901,8571341.463414634
Unkown,3700000.0,410.0,1.0,2.0,Nevali,Navi Mumbai,19.0236093353299,73.1291902751426,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,3600000.0,10568313.698119901,14922676.984989278
Avianna Invicta,9500000.0,525.0,2.0,2.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.0,1.0,0.0,4.0,6.0,0.0,1.0,Avianna Infra LLP,9500000.0,8304250.0,10568313.698119901,9500000.0
Lakhani Suncoast,42000000.0,1200.0,3.0,3.0,CBD Belapur,Navi Mumbai,19.0190788324849,73.0384581174593,1.0,1.0,0.0,0.0,9.0,0.0,1.0,Lakhani,42000000.0,19947499.5,10568313.698119901,42000000.0
Gurudeo C H S,10000000.0,697.0,2.0,2.0,Kamothe,Navi Mumbai,19.0174101252323,73.0958540380712,0.0,1.0,0.0,11.0,3.0,0.0,1.0,SRB Developer,10000000.0,7899576.27118644,10568313.698119901,10000000.0
Unkown,5800000.0,672.4848666841317,2.0,2.0,Taloja,Navi Mumbai,19.074076996436,73.1181841544665,0.5,1.0,0.0,0.0,6.0,0.0,1.0,Unknown,15096882.33921457,5495000.2613240415,10568313.698119901,14922676.984989278
Siddheshwar,5000000.0,660.0,2.0,2.0,Taloja,Navi Mumbai,19.074076996436,73.1181841544665,1.0,1.0,0.0,9.0,6.0,0.0,1.0,Madhuraaj Group,5000000.0,5495000.2613240415,10568313.698119901,5000000.0
Galaxy Krishna Tower,11500000.0,714.7458549046605,2.0,2.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.0,1.0,0.0,27.0,6.0,0.0,1.0,Galaxy Group,10250000.0,8304250.0,10568313.698119901,30575000.0
Arihant Aspire,8000000.0,1200.0,2.0,2.0,Palaspa,Navi Mumbai,18.9490253001646,73.1296703741091,0.0,1.0,0.0,11.0,1.0,0.0,1.0,Arihant Superstructures Ltd.,9428571.42857143,5525000.0,10568313.698119901,7100000.0
Unkown,4000000.0,380.0,1.0,1.0,Ajivali,Navi Mumbai,18.958107,73.169167,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,3550000.0,10568313.698119901,14922676.984989278
Unkown,13000000.0,1010.0,3.0,2.0,Sector 10 Khanda Colony,Navi Mumbai,19.00533784,73.1134267,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,13000000.0,10568313.698119901,14922676.984989278
Unkown,4000000.0,511.8648767209161,1.0,2.0,Phase 1 Taloja,Navi Mumbai,19.0775674635419,73.0913385991051,0.0,1.0,0.0,0.0,1.0,0.0,0.5,Unknown,15096882.33921457,5179999.9,10568313.698119901,14922676.984989278
Unkown,3000000.0,550.0,2.0,1.0,Uran,Navi Mumbai,18.8763656322669,72.9355372705729,0.0,1.0,0.0,0.0,5.0,0.0,1.0,Unknown,15096882.33921457,5700000.0,10568313.698119901,14922676.984989278
Uran Park,4000000.0,450.0,1.0,1.0,Uran,Navi Mumbai,18.8763656322669,72.9355372705729,0.0,1.0,0.0,0.0,5.0,0.0,1.0,Puravankara Projects Ltd.,4000000.0,5700000.0,10568313.698119901,4000000.0
Dolphins Pride,7500000.0,456.0,1.0,2.0,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,0.0,1.0,0.0,20.0,8.0,0.0,1.0,Dolphin Enterprises,7850000.0,11243018.079617834,10568313.698119901,7850000.0
Arihant Anshula,5300000.0,900.0,2.0,2.0,Taloja,Navi Mumbai,19.074076996436,73.1181841544665,0.0,1.0,0.0,19.0,6.0,0.0,1.0,Arihant Superstructures Ltd.,7776086.956521739,5495000.2613240415,10568313.698119901,7100000.0
Unkown,6200000.0,680.0,2.0,2.0,Sector 20 Ulwe,Navi Mumbai,18.9779516240329,73.0293337092446,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,6600000.0,10568313.698119901,14922676.984989278
Unkown,3600000.0,510.41059372043674,1.0,2.0,Pushpak Nagar,Navi Mumbai,18.9699719839935,73.0754708794387,0.0,1.0,0.0,0.0,0.0,0.0,0.5,Unknown,15096882.33921457,3464666.6666666665,10568313.698119901,14922676.984989278
Gauri Janaki,5500000.0,432.0,1.0,1.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.0,1.0,0.0,25.0,6.0,0.0,1.0,Gauri krupa Developers,5500000.0,8304250.0,10568313.698119901,5500000.0
Shree Rajal Jyot,6400000.0,342.0,1.0,1.0,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,0.0,1.0,0.0,8.0,8.0,0.0,1.0,Shree Balaji Developers,6400000.0,11243018.079617834,10568313.698119901,10033333.333333334
Orchid Tower,4200000.0,418.0,1.0,2.0,Taloja,Navi Mumbai,19.074076996436,73.1181841544665,0.0,1.0,0.0,7.0,6.0,0.0,1.0,SS Fairmount Builders,4200000.0,5495000.2613240415,10568313.698119901,4200000.0
KK Moreshwar,10000000.0,886.0,2.0,2.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.0,1.0,0.0,17.0,6.0,0.0,1.0,K  K Developer,10000000.0,8304250.0,10568313.698119901,10000000.0
Blue Heaven,10500000.0,612.0,2.0,2.0,Ulwe,Navi Mumbai,18.9750941,73.052334,1.0,1.0,0.0,13.0,6.0,0.0,1.0,Shwet Jems,10500000.0,8304250.0,10568313.698119901,10500000.0
Pearl Planet,5500000.0,442.0,1.0,2.0,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,0.0,1.0,0.0,24.0,8.0,0.0,1.0,Planet Builders And Developers,5500000.0,11243018.079617834,10568313.698119901,5500000.0
Neelkanth Residency,4800000.0,480.0,1.0,1.0,Roadpali,Navi Mumbai,19.0385501152056,73.0962748008091,0.0,1.0,0.0,8.0,2.0,0.0,1.0,Neelkanth Developers,6250000.0,8479857.142857144,10568313.698119901,4637500.0
Sai Raj Complex,6500000.0,389.0,1.0,2.0,Navde,Navi Mumbai,19.0534298108845,73.09743386978,0.0,1.0,0.0,24.0,0.0,0.0,1.0,Sai Raj Developers,6500000.0,4263333.333333333,10568313.698119901,6500000.0
Shree Raj Uma Palace,4500000.0,456.0,1.0,1.0,Roadpali,Navi Mumbai,19.0385501152056,73.0962748008091,0.0,1.0,0.0,9.0,2.0,0.0,1.0,Shreeraj Realtors,6000000.0,8479857.142857144,10568313.698119901,6000000.0
Durvankur Apartment,11500000.0,981.0,3.0,3.0,Taloja,Navi Mumbai,19.074076996436,73.1181841544665,0.0,1.0,0.0,14.0,6.0,0.0,1.0,A.R Construction,11500000.0,5495000.2613240415,10568313.698119901,11500000.0
Dev Balaji Residency,4000000.0,551.0,1.0,1.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,18.0,10.0,0.0,1.0,Dev Builders & Developers,3950000.0,7284298.14968815,10568313.698119901,3950000.0
Dev Balaji Residency,2800000.0,324.0,1.0,1.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,18.0,10.0,0.0,1.0,Dev Builders & Developers,3950000.0,7284298.14968815,10568313.698119901,3950000.0
Dev Balaji Residency,5500000.0,626.0,2.0,2.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,18.0,10.0,0.0,1.0,Dev Builders & Developers,3950000.0,7284298.14968815,10568313.698119901,3950000.0
Dev Balaji Residency,5500000.0,864.0,2.0,2.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,18.0,10.0,0.0,1.0,Dev Builders & Developers,3950000.0,7284298.14968815,10568313.698119901,3950000.0
Balaji Arcade,2200000.0,301.0,1.0,1.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,14.0,10.0,0.0,1.0,Tirupati Balaji Builcon Pvt. Ltd.,2200000.0,7284298.14968815,10568313.698119901,2200000.0
Sai Plaza,5000000.0,468.0,1.0,1.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.0,1.0,0.0,10.0,6.0,0.0,1.0,Sai Yash Developers,6363084.0,8304250.0,10568313.698119901,9000000.0
Tricity Luxuria,6000000.0,561.4926495202271,1.0,2.0,New Panvel,Navi Mumbai,19.0003258753664,73.1153385297118,0.0,1.0,0.0,11.0,5.0,0.0,0.5,Tricity Reality Pvt. Ltd.,7750000.0,6249443.385093167,10568313.698119901,16166666.666666666
Arihant Anaika,6500000.0,743.0,2.0,2.0,Taloja,Navi Mumbai,19.074076996436,73.1181841544665,0.0,1.0,0.0,20.0,6.0,0.0,1.0,Arihant Superstructures Ltd,4826785.714285715,5495000.2613240415,10568313.698119901,4296212.121212121
Arihant Anaika,6000000.0,817.0,2.0,2.0,Taloja,Navi Mumbai,19.074076996436,73.1181841544665,0.0,1.0,0.0,20.0,6.0,0.0,1.0,Arihant Superstructures Ltd,4826785.714285715,5495000.2613240415,10568313.698119901,4296212.121212121
Greystone Heights,6300000.0,702.0,2.0,2.0,Kamothe,Navi Mumbai,19.0174101252323,73.0958540380712,0.0,1.0,0.0,11.0,3.0,0.0,1.0,Greystone Space LLP,6050000.0,7899576.27118644,10568313.698119901,6050000.0
Greystone Heights,5800000.0,475.0,1.0,1.0,Kamothe,Navi Mumbai,19.0174101252323,73.0958540380712,0.0,1.0,0.0,11.0,3.0,0.0,1.0,Greystone Space LLP,6050000.0,7899576.27118644,10568313.698119901,6050000.0
Raj Ambar,3800000.0,461.0,1.0,1.0,Karanjade,Navi Mumbai,18.974265373985,73.1099196329075,0.0,1.0,0.0,5.0,2.0,0.0,1.0,Radiant Builders,3800000.0,5331317.647058823,10568313.698119901,3800000.0
Shiv Bliss,3800000.0,432.0,1.0,1.0,Karanjade,Navi Mumbai,18.974265373985,73.1099196329075,0.0,1.0,0.0,14.0,2.0,0.0,1.0,Bhaweshwar Group,3800000.0,5331317.647058823,10568313.698119901,3800000.0
Priyanka Unite,14200000.0,1332.0,2.0,2.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.0,1.0,0.0,29.0,6.0,0.0,1.0,Priyanka Regency,14200000.0,8304250.0,10568313.698119901,14200000.0
La Arihant Enclave,3000000.0,566.0,2.0,2.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,26.0,10.0,0.0,1.0,La Arihant Enclave,3000000.0,7284298.14968815,10568313.698119901,3000000.0
Laxmi Apartment,5300000.0,306.0,1.0,1.0,Kamothe,Navi Mumbai,19.0174101252323,73.0958540380712,0.0,1.0,0.0,0.0,3.0,0.0,1.0,Unknown,5300000.0,7899576.27118644,10568313.698119901,14922676.984989278
Chamunda Hill Crest,4700000.0,493.0,1.0,1.0,Karanjade,Navi Mumbai,18.974265373985,73.1099196329075,0.0,1.0,0.0,13.0,2.0,0.0,1.0,Chamunda Infrastructure,4700000.0,5331317.647058823,10568313.698119901,4700000.0
Om Shivam Apartment,4800000.0,360.0,1.0,1.0,Kamothe,Navi Mumbai,19.0174101252323,73.0958540380712,0.5,1.0,0.0,23.0,3.0,0.0,0.5,Om Shivam Builders Pvt. Ltd.,7300000.0,7899576.27118644,10568313.698119901,7920000.0
Triveni The Dreams,6500000.0,498.0,1.0,1.0,Kamothe,Navi Mumbai,19.0174101252323,73.0958540380712,0.0,1.0,0.0,16.0,3.0,0.0,1.0,Triveni Builders and Developers,6500000.0,7899576.27118644,10568313.698119901,6500000.0
RSM Athena,6000000.0,468.0,1.0,2.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.0,1.0,0.0,14.0,6.0,0.0,1.0,Atlantic Builders & Developers,7300000.0,8304250.0,10568313.698119901,7300000.0
Divine Galaxy Apartment,4250000.0,468.0,1.0,1.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.0,1.0,0.0,7.0,6.0,0.0,1.0,Unknown,4025000.0,8304250.0,10568313.698119901,14922676.984989278
Atharva Society,6000000.0,468.0,2.0,2.0,Kopar Khairane,Navi Mumbai,19.1033695651723,73.0121586680414,0.5,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,6000000.0,16406072.727272727,10568313.698119901,14922676.984989278
Tulsi Heights CHS,11500000.0,891.0,2.0,2.0,Khandeshhwar,Navi Mumbai,19.0101328272487,73.0960622725552,0.0,1.0,0.0,0.0,2.0,0.0,1.0,Unknown,11500000.0,7785714.285714285,10568313.698119901,14922676.984989278
Jainam Nx,4000000.0,461.0,1.0,1.0,Sector 19 Ulwe,Navi Mumbai,18.973194,73.029363,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Jainam Group,4000000.0,9431214.285714285,10568313.698119901,4000000.0
Hiranandani Fortune City,15000000.0,1044.0,2.0,3.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.5,1.0,0.0,35.0,10.0,0.0,1.0,Hiranandani Group,13447173.913043479,7284298.14968815,10568313.698119901,24471228.07017544
Ram Laxman Tower,6800000.0,412.0,1.0,1.0,Vashi,Navi Mumbai,19.0777155057838,73.0027923491613,0.5,1.0,0.0,0.0,9.0,0.0,1.0,Unknown,7133333.333333333,22885924.5625,10568313.698119901,14922676.984989278
Krishna Residency,5500000.0,450.0,1.0,1.0,Kamothe,Navi Mumbai,19.0174101252323,73.0958540380712,0.0,1.0,0.0,2.0,3.0,0.0,1.0,Radhe Krishna Builders,6450000.0,7899576.27118644,10568313.698119901,6500000.0
Manjari Paradise,6000000.0,384.0,1.0,1.0,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,0.0,1.0,0.0,0.0,8.0,0.0,1.0,Unknown,6000000.0,11243018.079617834,10568313.698119901,14922676.984989278
The Signature,18000000.0,691.5485796322428,2.0,2.0,Sector 44A Seawoods,Navi Mumbai,19.0125017862104,73.0115225755724,0.0,1.0,0.0,24.0,1.0,1.0,0.5,Shree Sawan Buildcon,29333333.333333332,26500000.0,10568313.698119901,29333333.333333332
Proviso Sai Proviso Sapphire,5400000.0,425.54613256044104,1.0,1.0,Roadpali,Navi Mumbai,19.0385501152056,73.0962748008091,0.0,1.0,0.0,8.0,2.0,1.0,0.5,Proviso Group,5870000.0,8479857.142857144,10568313.698119901,8358000.0
Prajapati Ornate,10000000.0,780.4812942311328,2.0,2.0,New Panvel East,Navi Mumbai,18.998631,73.120102,0.5,1.0,0.0,2.0,3.0,1.0,0.5,PRAJAPATI CONSTRUCTIONS Ltd.,10000000.0,6297840.0,10568313.698119901,10000000.0
MGM Residency,4100000.0,443.0,1.0,1.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.0,1.0,0.0,0.0,6.0,0.0,1.0,Unknown,4266666.666666667,8304250.0,10568313.698119901,14922676.984989278
Neelsidhi Regalia,5500000.0,550.5393265983985,1.0,2.0,Khanda Colony,Navi Mumbai,19.0060589882185,73.1090163976725,0.0,1.0,0.0,21.0,3.0,1.0,0.5,Neelsidhi,5500000.0,7784444.444444444,10568313.698119901,6666666.666666667
Ganesha Sai Aashray,5500000.0,635.2267544736169,2.0,2.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.0,1.0,0.0,22.0,6.0,1.0,1.0,Ganesha Construction,4950000.0,8304250.0,10568313.698119901,4790000.0
Konnark Heavens,2460000.0,450.0,1.0,2.0,New Panvel,Navi Mumbai,19.0003258753664,73.1153385297118,0.0,1.0,0.0,2.0,5.0,0.0,1.0,Konnark Realtors,2460000.0,6249443.385093167,10568313.698119901,2460000.0
Jindal Residency,4500000.0,409.4605241004974,1.0,1.0,Old Panvel,Navi Mumbai,18.9866237154805,73.1078262369691,0.0,1.0,0.0,6.0,4.0,1.0,0.5,Jindal Builder,4622200.0,10242500.0,10568313.698119901,4568500.0
Progressive Pearl,9900000.0,617.0,2.0,2.0,Kopar Khairane,Navi Mumbai,19.1033695651723,73.0121586680414,0.0,1.0,0.0,0.0,10.0,0.0,1.0,Progressive Group,9900000.0,16406072.727272727,10568313.698119901,12880000.0
Emerald Bay,80000000.0,1905.6019369938113,4.0,4.0,Nerul,Navi Mumbai,19.034973,73.02228,0.0,1.0,0.0,0.0,8.0,1.0,1.0,Maithili Group,79575000.0,30098354.71698113,10568313.698119901,56976285.71428572
Shubh Darshan CHS,5500000.0,331.0,3.0,2.0,New Panvel,Navi Mumbai,19.0003258753664,73.1153385297118,1.0,1.0,0.0,0.0,5.0,0.0,1.0,Cooperative Group Housing Society,5500000.0,6249443.385093167,10568313.698119901,14124232.135714285
Today Sai Vrindavan,5400000.0,541.9834255993883,1.0,2.0,Karanjade,Navi Mumbai,18.974265373985,73.1099196329075,0.0,1.0,0.0,0.0,2.0,0.0,1.0,Unknown,5400000.0,5331317.647058823,10568313.698119901,14922676.984989278
Swaminarayan Complex,7000000.0,806.0,2.0,2.0,Karanjade,Navi Mumbai,18.974265373985,73.1099196329075,0.0,1.0,0.0,10.0,2.0,0.0,1.0,Sai Enterprises,7000000.0,5331317.647058823,10568313.698119901,4850000.0
Marvel Amit CHS,7200000.0,713.0,2.0,2.0,Kalamboli,Navi Mumbai,19.0311212885643,73.1052711758489,0.0,1.0,0.0,10.0,5.0,0.0,1.0,Marvel Realtors,7350000.0,8613861.083333334,10568313.698119901,9900000.0
Shivam Complex,4600000.0,562.0,2.0,1.0,New Panvel,Navi Mumbai,19.0003258753664,73.1153385297118,1.0,1.0,0.0,0.0,5.0,0.0,1.0,Unknown,4600000.0,6249443.385093167,10568313.698119901,14922676.984989278
Mittal Tower CHS,11000000.0,692.0,2.0,2.0,Kopar Khairane,Navi Mumbai,19.1033695651723,73.0121586680414,1.0,1.0,0.0,0.0,10.0,0.0,1.0,Cooperative Group Housing Society,11000000.0,16406072.727272727,10568313.698119901,14124232.135714285
National Meridian Apartments,53000000.0,2160.0,5.0,5.0,Nerul,Navi Mumbai,19.034973,73.02228,0.5,1.0,0.0,0.0,8.0,0.0,1.0,Unknown,53000000.0,30098354.71698113,10568313.698119901,14922676.984989278
Neelsidhi Orbit,6000000.0,360.0,1.0,1.0,New Panvel,Navi Mumbai,19.0003258753664,73.1153385297118,0.0,1.0,0.0,25.0,5.0,0.0,0.5,Neel Sidhi,5512499.875,6249443.385093167,10568313.698119901,5512499.875
Parth Avenue,5500000.0,306.0,1.0,1.0,Kamothe,Navi Mumbai,19.0174101252323,73.0958540380712,0.5,1.0,0.0,14.0,3.0,0.0,1.0,Parth Enterprise,5500000.0,7899576.27118644,10568313.698119901,5500000.0
Majestic Heights,21000000.0,808.0,2.0,2.0,Nerul,Navi Mumbai,19.034973,73.02228,0.0,1.0,0.0,16.0,8.0,0.0,1.0,Majestic Developers,21000000.0,30098354.71698113,10568313.698119901,21000000.0
Unnati Tower,2550000.0,233.0,1.0,1.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.0,1.0,0.0,10.0,6.0,0.0,1.0,Raja Developers,3937500.0,8304250.0,10568313.698119901,3937500.0
Sai Ashish,11200000.0,817.0,2.0,2.0,Ghansoli,Navi Mumbai,19.1271933235627,72.9966520846173,1.0,1.0,0.0,9.0,9.0,0.0,1.0,Sai Developers,11200000.0,12191479.226415094,10568313.698119901,6397727.2727272725
Paradise Sai World Empire,50000000.0,1400.0,3.0,3.0,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,1.0,1.0,0.0,59.0,8.0,1.0,1.0,Paradise Group,29071428.57142857,11243018.079617834,10568313.698119901,15573970.0
Qualcon Greenwood Estate Phase 2,3700000.0,488.3219467300951,1.0,2.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,43.0,10.0,0.0,1.0,Qualcon Properties LLP,3742857.1428571427,7284298.14968815,10568313.698119901,3847063.117647059
Arihant Aspire,7500000.0,440.8352681985416,1.0,1.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,11.0,10.0,0.0,0.5,Arihant Superstructures Ltd.,9428571.42857143,7284298.14968815,10568313.698119901,7100000.0
Surya Vihar,4000000.0,730.7182327499831,2.0,2.0,Kalamboli,Navi Mumbai,19.0311212885643,73.1052711758489,0.0,2.0,0.0,0.0,5.0,0.0,1.0,Unknown,4000000.0,8613861.083333334,10568313.698119901,14922676.984989278
Unkown,2000000.0,247.74444094916544,1.0,1.0,Ghansoli,Navi Mumbai,19.1271933235627,72.9966520846173,0.0,1.0,0.0,0.0,9.0,0.0,1.0,Unknown,15096882.33921457,12191479.226415094,10568313.698119901,14922676.984989278
Maruti Nandan,5300000.0,400.0,1.0,1.0,Kamothe,Navi Mumbai,19.0174101252323,73.0958540380712,0.5,1.0,0.0,0.0,3.0,0.0,1.0,Unknown,5300000.0,7899576.27118644,10568313.698119901,14922676.984989278
Kaveri,6000000.0,600.0,2.0,2.0,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,0.0,1.0,0.0,0.0,8.0,0.0,1.0,Haware Properties,6000000.0,11243018.079617834,10568313.698119901,7388888.888888889
Laxmi Height,7000000.0,513.0027037375221,1.0,2.0,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,0.5,1.0,0.0,13.0,8.0,0.0,1.0,Aditya Projects & Developers,7000000.0,11243018.079617834,10568313.698119901,5812500.0
Gami Asters,25500000.0,1400.0,3.0,2.0,Ghansoli,Navi Mumbai,19.1271933235627,72.9966520846173,0.0,1.0,0.0,18.0,9.0,0.0,1.0,Gami Group,22000000.0,12191479.226415094,10568313.698119901,8516666.666666666
Parth Magnus,25000000.0,706.9768404577881,2.0,2.0,Sanpada,Navi Mumbai,19.0583094914648,73.0164374121942,0.0,1.0,0.0,6.0,9.0,0.0,1.0,Parth Group,25000000.0,39700177.0,10568313.698119901,18500000.0
Emperia Garden,2100000.0,425.0,1.0,2.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.5,1.0,0.0,56.0,10.0,0.0,1.0,Akshar Group,1966666.6666666667,7284298.14968815,10568313.698119901,13802631.578947369
Valley Shilp,10500000.0,692.5035216183096,2.0,2.0,Sector 36 Kamothe,Navi Mumbai,19.0248120846853,73.0906842633753,0.0,1.0,0.0,7.0,1.0,0.0,1.0,Cidco,11157142.857142856,16510000.0,10568313.698119901,27225000.0
Unkown,11000000.0,750.0,2.0,2.0,Sector 21 Kamothe,Navi Mumbai,19.01379332,73.09680615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,11000000.0,10568313.698119901,14922676.984989278
Unkown,6895000.0,458.0,1.0,1.0,Kharghar,Navi Mumbai,19.0656721198219,73.05961185164,0.5,1.0,0.0,0.0,8.0,0.0,1.0,Unknown,15096882.33921457,11243018.079617834,10568313.698119901,14922676.984989278
Grow Riverside Greens,3500000.0,372.054784371343,1.0,1.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,16.0,10.0,0.0,1.0,GrowHomes,3500000.0,7284298.14968815,10568313.698119901,3937500.0
Juhi Avenue,20000000.0,750.0,2.0,2.0,Sector 50 Seawoods,Navi Mumbai,19.0137179623377,73.0229633500715,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Juhi Developers,20000000.0,34925000.0,10568313.698119901,14635400.0
Arjun,8500000.0,697.9437669676736,2.0,2.0,Kamothe,Navi Mumbai,19.0174101252323,73.0958540380712,0.0,1.0,0.0,11.0,3.0,0.0,1.0,Om Shivam Builders Pvt. Ltd.,8333333.333333333,7899576.27118644,10568313.698119901,7920000.0
Sai Sadan,4600000.0,408.9051723415432,1.0,1.0,Karanjade,Navi Mumbai,18.974265373985,73.1099196329075,0.0,1.0,0.0,6.0,2.0,0.0,1.0,Shrijee Krupa Developers,4800000.0,5331317.647058823,10568313.698119901,4800000.0
Unkown,5400000.0,364.0,1.0,1.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.5,1.0,0.0,0.0,6.0,0.0,1.0,Unknown,15096882.33921457,8304250.0,10568313.698119901,14922676.984989278
Shivesh Aura,3300000.0,200.0,1.0,1.0,Ulwe,Navi Mumbai,18.9750941,73.052334,0.5,1.0,0.0,0.0,6.0,0.0,1.0,Shivesh Developers,3300000.0,8304250.0,10568313.698119901,3300000.0
Unkown,17000000.0,1000.0,3.0,2.0,Sector 21 Kharghar,Navi Mumbai,19.0502271040729,73.0676638452533,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Unknown,15096882.33921457,21600000.0,10568313.698119901,14922676.984989278
Unkown,2400000.0,327.0,1.0,1.0,Khopoli,Navi Mumbai,18.7980131509559,73.3372686360754,1.0,1.0,0.0,0.0,2.0,0.0,1.0,Unknown,15096882.33921457,4528677.419354838,10568313.698119901,14922676.984989278
Unkown,100000000.0,2050.6623616645084,2.0,2.0,Panvel,Navi Mumbai,18.9894007,73.1175162,0.0,1.0,0.0,0.0,10.0,1.0,0.0,Unknown,15096882.33921457,7284298.14968815,10568313.698119901,14922676.984989278
Bhumiraj Retreat,25000000.0,723.3820228213626,2.0,2.0,Sanpada,Navi Mumbai,19.0583094914648,73.0164374121942,0.5,1.0,0.0,9.0,9.0,0.0,1.0,Bhumiraj Group,25000000.0,39700177.0,10568313.698119901,11343209.75
Unkown,3800000.0,650.0,2.0,2.0,Palaspa,Navi Mumbai,18.9490253001646,73.1296703741091,0.5,1.0,0.0,0.0,1.0,0.0,1.0,Unknown,15096882.33921457,5525000.0,10568313.698119901,14922676.984989278
Neelsidhi Orbit,4800000.0,563.4899848584791,1.0,2.0,New Panvel,Navi Mumbai,19.0003258753664,73.1153385297118,0.5,1.0,0.0,25.0,5.0,1.0,0.5,Neel Sidhi,5512499.875,6249443.385093167,10568313.698119901,5512499.875
Real Paradise ,4200000.0,632.0,2.0,2.0,Taloja,Navi Mumbai,19.074076996436,73.1181841544665,0.0,1.0,0.0,0.0,6.0,0.0,1.0,Unknown,4200000.0,5495000.2613240415,10568313.698119901,14922676.984989278
